Qualification,Experience,Rating,Profile,Fees,Number_degrees_diploma_certificate,Qual_unknown,Qual_BDS,Qual_BHMS,Qual_BAMS,Qual_MBBS,Qual_MS,Qual_MD,Qual_MDS,Qual_DIPLOMA,Qual_PHD,Qual_others,Area,City,Number_Feedback,Approx_Fees,Misc_Info,Area_Codes,City_Bangalore,City_Chennai,City_Coimbatore,City_Delhi,City_Ernakulam,City_Hyderabad,City_Mumbai,City_Sector 5,City_Thiruvananthapuram,City_Unknown,Profile_Ayurveda,Profile_Dentist,Profile_Dermatologists,Profile_ENT Specialist,Profile_General Medicine,Profile_Homeopath
"MDS - Paedodontics And Preventive Dentistry, BDS",21,96,Dentist,200,2,0,1,0,0,0,1,1,1,0,0,0,Mathikere - BEL,Bangalore,0,0,1,494,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"DHMS (Diploma in Homeopathic Medicine and Surgery), BHMS, Diploma in Homoeopathy and Biochemistry, MA",19,0,Homeopath,700,4,0,0,1,0,0,1,1,0,1,0,0,Moti Nagar,Delhi,0,0,0,523,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BHMS,19,100,Homeopath,100,1,0,0,1,0,0,1,0,0,0,0,0,Kengeri,Bangalore,5,0,1,370,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BAMS,7,0,Ayurveda,200,1,0,0,0,1,0,1,0,0,0,0,0,Kapashera,Delhi,0,0,0,348,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"MBBS, MD - Dermatology",32,95,Dermatologists,100,2,0,0,0,0,1,0,1,0,0,0,0,August Kranti Marg,Delhi,3,0,1,43,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
MBBS,21,0,General Medicine,150,1,0,0,0,0,1,0,0,0,0,0,0,Vanasthalipuram,Hyderabad,0,0,0,875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"BDS, MDS - Oral & Maxillofacial Surgery",3,0,Dentist,200,2,0,1,0,0,0,1,1,1,0,0,0,Old Rajendra Nagar,Delhi,0,0,1,589,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy, Diploma in Hair Restoration Surgery",12,99,Dermatologists,250,4,0,0,0,0,1,0,1,0,1,0,0,R.S. Puram,Coimbatore,388,0,1,673,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"DDVL, MBBS",9,0,Dermatologists,400,2,0,0,0,0,1,0,0,0,1,0,0,Krishna Nagar,Hyderabad,0,0,0,418,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
BAMS,19,0,Ayurveda,60,1,0,0,0,1,0,1,0,0,0,0,0,Bhayandar East,Mumbai,0,0,0,88,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"BHMS, MD - Homeopathy",27,0,Homeopath,100,2,0,0,1,0,0,1,1,0,0,0,0,Kandivali West,Mumbai,0,0,0,345,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"MD - General Medicine, Post Graduate Diploma in Diabetology (PGDD), MBBS",18,81,General Medicine,400,3,0,0,0,0,1,0,1,0,1,0,0,Yeshwanthpur,Bangalore,0,0,1,935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BEMS,3,0,Homeopath,200,1,0,0,0,0,0,1,0,0,0,0,0,Manikonda,Hyderabad,0,0,0,485,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MBBS,34,0,General Medicine,500,1,0,0,0,0,1,0,0,0,0,0,0,Lal baug,Mumbai,0,0,0,437,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"MD - Dermatology , Venereology & Leprosy, MBBS",6,97,Dermatologists,350,3,0,0,0,0,1,0,1,0,0,0,0,BTM Layout 2nd Stage,Bangalore,16,0,1,54,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MD - Dermatology, MBBS, DNB - Dermatology & Venereology",6,100,Dermatologists,100,3,0,0,0,0,1,0,1,0,1,0,0,Najafgarh,Delhi,0,0,1,545,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"BAMS, MD - Ayurveda Medicine",12,0,Ayurveda,100,2,0,0,0,1,0,1,1,0,0,0,0,Vanasthalipuram,Hyderabad,0,0,0,875,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
BHMS,7,0,Homeopath,100,1,0,0,1,0,0,1,0,0,0,0,0,Sadashivanagar,Bangalore,0,0,0,724,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MBBS, DDV",26,84,Dermatologists,400,2,0,0,0,0,1,0,0,0,1,0,0,Jayanagar 4 Block,Bangalore,8,0,1,301,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MS - ENT, MBBS",18,0,ENT Specialist,500,2,0,0,0,0,1,1,0,0,0,0,0,Kothaguda,Hyderabad,8,500,1,407,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"MBBS, MS - ENT",11,97,ENT Specialist,700,2,0,0,0,0,1,1,0,0,0,0,0,Chattarpur,Delhi,51,0,1,120,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"MS - Otorhinolaryngology, MBBS, FICS",45,93,ENT Specialist,100,3,0,0,0,0,1,1,0,0,0,0,0,Mahim,Mumbai,3,0,1,466,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
BDS,15,100,Dentist,100,1,0,1,0,0,0,0,0,0,0,0,0,Elamakkara,Ernakulam,19,0,1,196,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MS - Otorhinolaryngology, Fellowship In Pediatric Otolaryngology",14,98,ENT Specialist,250,3,0,0,0,0,1,1,0,0,0,0,0,Dilsukhnagar,Hyderabad,13,0,1,169,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"BHMS, MD - Homeopathy",28,0,Homeopath,100,2,0,0,1,0,0,1,1,0,0,0,0,Basaveshwaranagar,Bangalore,0,0,0,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BAMS,24,0,Ayurveda,150,1,0,0,0,1,0,1,0,0,0,0,0,Rohini,Delhi,0,0,0,705,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"BHMS, MD - Homeopathy, Master of Hospital Administration",14,96,Homeopath,500,3,0,0,1,0,0,1,1,0,0,0,0,Indiranagar,Bangalore,279,0,1,271,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MBBS, Diploma in Otorhinolaryngology (DLO)",13,0,ENT Specialist,500,2,0,0,0,0,1,0,0,0,1,0,0,Janak Puri,Delhi,0,0,0,293,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"MBBS, MD - Dermatology",11,0,Dermatologists,100,2,0,0,0,0,1,0,1,0,0,0,0,Kilpauk,Chennai,0,0,0,381,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MDS - Prosthodontics,12,99,Dentist,300,1,0,0,0,0,0,1,1,1,0,0,0,Shaikpet,Hyderabad,0,0,1,765,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
BDS,5,0,Dentist,100,1,0,1,0,0,0,0,0,0,0,0,0,Perumathura,Thiruvananthapuram,0,0,0,641,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
BHMS,8,0,Homeopath,300,1,0,0,1,0,0,1,0,0,0,0,0,Molarband,Delhi,0,0,0,519,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BDS,29,97,Dentist,200,1,0,1,0,0,0,0,0,0,0,0,0,Mulund West,Mumbai,0,0,1,531,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"MDS - Conservative Dentistry & Endodontics, BDS",31,99,Dentist,200,2,0,1,0,0,0,1,1,1,0,0,0,Koramangala,Bangalore,0,0,1,398,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BDS,2,0,Dentist,100,1,0,1,0,0,0,0,0,0,0,0,0,Bhayandar West,Mumbai,0,0,0,89,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"MDS - Conservative Dentistry & Endodontics, BDS",9,0,Dentist,100,2,0,1,0,0,0,1,1,1,0,0,0,Marathahalli,Bangalore,0,100,1,489,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BDS,11,98,Dentist,200,1,0,1,0,0,0,0,0,0,0,0,0,Alaknanda,Delhi,78,0,1,12,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO), MS - Otorhinolaryngology",17,0,ENT Specialist,100,3,0,0,0,0,1,1,0,0,1,0,0,Andheri West,Mumbai,0,1500,1,29,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"MBBS, MD - General Medicine",6,0,General Medicine,200,2,0,0,0,0,1,0,1,0,0,0,0,Barkatpura,Hyderabad,0,0,0,75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
BDS,14,97,Dentist,300,1,0,1,0,0,0,0,0,0,0,0,0,Jeevanbhimanagar,Bangalore,0,0,1,307,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BDS, PhD - Orthodontics & Dentofacial Orthopaedics",8,91,Dentist,200,2,0,1,0,0,0,0,0,0,0,1,0,Piravom,Ernakulam,7,0,1,649,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"MBBS, PG in Diabetology, Fellowship in Diabetology(The University of Liverpool, UK)",10,0,General Medicine,500,4,0,0,0,0,1,0,0,0,0,0,0,Ghatkopar West,Mumbai,0,0,0,218,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology",11,99,Dermatologists,400,4,0,0,0,0,1,0,1,0,1,0,0,Moti Nagar,Delhi,72,0,1,523,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MS - ENT",20,0,ENT Specialist,250,2,0,0,0,0,1,1,0,0,0,0,0,Nallakunta,Hyderabad,0,0,0,547,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
BDS,9,0,Dentist,300,1,0,1,0,0,0,0,0,0,0,0,0,Khetwadi,Mumbai,0,0,1,378,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"BDS, MDS- Oral Pathology",14,98,Dentist,200,2,0,1,0,0,0,1,1,1,0,0,0,Manikonda,Hyderabad,0,0,1,485,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - General Medicine",29,0,General Medicine,100,2,0,0,0,0,1,0,1,0,0,0,0,Neeti Bagh,Delhi,0,0,1,565,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"MBBS, MD - General Medicine, DPM (Psychiatry), Diploma in Industrial Hygiene",27,100,General Medicine,500,4,0,0,0,0,1,0,1,0,1,0,0,Velachery,Chennai,2,0,1,885,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BHMS,3,0,Homeopath,300,1,0,0,1,0,0,1,0,0,0,0,0,Kishanbagh,Hyderabad,0,0,0,385,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"BDS, Diploma in Educational Psychology",30,100,Dentist,200,2,0,1,0,0,0,0,0,0,1,0,0,Powai,Mumbai,0,0,1,660,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"BHMS, MD - Homeopathy, Certificate in Food and Nutrition",12,86,Homeopath,100,3,0,0,1,0,0,1,1,0,0,0,0,Malleswaram,Bangalore,14,0,1,476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MBBS, Diploma in Clinical Dermatology (UK)",10,99,General Medicine,400,2,0,0,0,0,1,0,0,0,1,0,0,Whitefield,Bangalore,9,0,1,926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BHMS,4,0,Homeopath,350,1,0,0,1,0,0,1,0,0,0,0,0,Marathahalli,Bangalore,0,0,1,489,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MBBS, MD - General Medicine",34,0,General Medicine,600,2,0,0,0,0,1,0,1,0,0,0,0,Alwarpet,Chennai,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MBBS, MS - ENT",25,97,ENT Specialist,500,2,0,0,0,0,1,1,0,0,0,0,0,Anna Nagar,Chennai,32,0,1,31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MBBS, F.S.R.H",40,0,General Medicine,300,2,0,0,0,0,1,0,0,0,0,0,0,Basaveshwaranagar,Bangalore,0,0,0,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MBBS, MD - Dermatology, DDVL",14,96,Dermatologists,450,3,0,0,0,0,1,0,1,0,1,0,0,Poonamalle,Chennai,13,0,1,655,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, DDVL",13,93,Dermatologists,300,2,0,0,0,0,1,0,0,0,1,0,0,Vijaynagar Colony,Hyderabad,11,0,1,899,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"BDS, Fellowship in Oral implantlogy",12,98,Dentist,150,2,0,1,0,0,0,0,0,0,0,0,0,Shantinagar,Bangalore,0,0,1,772,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - General Medicine, FCPS - Medicine",27,83,General Medicine,800,3,0,0,0,0,1,0,1,0,0,0,0,Chembur East,Mumbai,0,0,0,122,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"DDV, MBBS",31,90,Dermatologists,100,2,0,0,0,0,1,0,0,0,1,0,0,Malad West,Mumbai,61,0,1,471,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"DDVL, MBBS",9,93,Dermatologists,300,2,0,0,0,0,1,0,0,0,1,0,0,KPHB,Hyderabad,21,0,1,315,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"MBBS, DNB - Nephrology, MD - Nephrology",19,100,General Medicine,500,3,0,0,0,0,1,0,1,0,1,0,0,Banaswadi,Bangalore,14,0,1,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BAMS, MS - General Surgery",6,0,Ayurveda,500,2,0,0,0,1,0,1,0,0,0,0,0,Porur,Chennai,0,0,0,658,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MBBS, Diploma in Dermatology",22,0,Dermatologists,500,2,0,0,0,0,1,0,0,0,1,0,0,Malakpet,Hyderabad,0,0,0,472,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"MBBS, MS - General Surgery, MCh - Surgical Oncology",24,0,General Medicine,800,3,0,0,0,0,1,1,0,0,0,0,0,Teynampet,Chennai,0,0,0,829,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BAMS,18,0,Ayurveda,60,1,0,0,0,1,0,1,0,0,0,0,0,Borivali East,Mumbai,0,0,0,97,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
BDS,17,96,Dentist,100,1,0,1,0,0,0,0,0,0,0,0,0,Saibaba Colony,Coimbatore,1,0,1,730,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"BHMS, MD - Alternate Medicine",14,0,Homeopath,200,2,0,0,1,0,0,1,1,0,0,0,0,Velachery,Chennai,0,0,0,885,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MBBS, MS - ENT, DNB - ENT, Diploma in Otorhinolaryngology (DLO), MAMS",35,91,ENT Specialist,650,5,0,0,0,0,1,1,0,0,1,0,0,Anna Nagar,Chennai,1,0,1,31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MS - Ayurveda, Diploma in Gynaecology & Obstetrics, Diploma in Aesthetic Medicine",29,88,Ayurveda,500,3,0,0,0,0,0,1,1,0,1,0,0,Rajouri Garden,Delhi,1,0,1,685,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"MD - General Medicine, MBBS",12,81,General Medicine,300,2,0,0,0,0,1,0,1,0,0,0,0,Nagarbhavi,Bangalore,13,0,1,541,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MBBS,25,82,General Medicine,100,1,0,0,0,0,1,0,0,0,0,0,0,Saket,Delhi,0,0,1,734,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"MBBS, MD - General Medicine",30,0,General Medicine,500,2,0,0,0,0,1,0,1,0,0,0,0,Kandivali West,Mumbai,0,0,0,345,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"MBBS, MD - Dermatology, DNB",0,0,Dermatologists,500,3,0,0,0,0,1,0,1,0,1,0,0,Dwarka,Delhi,0,0,0,176,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"MDS - Orthodontics, Basic Life Support (BLS), BDS",7,0,Dentist,150,3,0,1,0,0,0,1,1,1,0,0,0,Kazhakuttam,Thiruvananthapuram,0,0,0,366,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"BDS, Post Graduate Certificate in Endodontics (PGCE)",11,0,Dentist,200,2,0,1,0,0,0,0,0,0,0,0,0,Madangir,Delhi,0,0,1,452,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"MD - Dermatology, MBBS",9,75,Dermatologists,800,2,0,0,0,0,1,0,1,0,0,0,0,Malviya Nagar,Delhi,5,0,1,478,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"BDS, MDS - Pedodontics",10,99,Dentist,100,2,0,1,0,0,0,1,1,1,0,0,0,Ambattur,Chennai,0,0,1,20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BDS, MDS - Orthodontics",17,100,Dentist,100,2,0,1,0,0,0,1,1,1,0,0,0,Tambaram East,Chennai,27,0,1,823,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - Dermatology, Fellow of the American Academy of Dermatology (FAAD)",13,98,Dermatologists,500,3,0,0,0,0,1,0,1,0,0,0,0,Vijayanagar,Bangalore,139,0,1,897,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BHMS,8,0,Homeopath,200,1,0,0,1,0,0,1,0,0,0,0,0,Anna Nagar,Chennai,0,0,0,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MBBS, MS - ENT",16,0,ENT Specialist,200,2,0,0,0,0,1,1,0,0,0,0,0,Hebbal,Bangalore,0,0,0,254,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Get inspired by remarkable stories of people like you,0,0,Dermatologists,100,1,1,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,0,100,0,860,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"MDS - Periodontology and Oral Implantology, BDS",24,92,Dentist,100,2,0,1,0,0,0,1,1,1,0,0,0,Moti Nagar,Hyderabad,0,0,1,523,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
BHMS,22,93,Homeopath,100,1,0,0,1,0,0,1,0,0,0,0,0,Bhandup West,Mumbai,6,0,1,87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"BHMS, MD - Homeopathy",12,0,Homeopath,500,2,0,0,1,0,0,1,1,0,0,0,0,Greater Kailash Part 2,Delhi,0,0,0,233,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BHMS,11,0,Homeopath,600,1,0,0,1,0,0,1,0,0,0,0,0,Pitampura,Delhi,0,0,0,650,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"BHMS, Certificate Course in Advanced Homoeopathy (C.C.A.H)",5,0,Homeopath,450,2,0,0,1,0,0,1,0,0,0,0,0,Janak Puri,Delhi,0,0,1,293,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"MBBS, DDV, DNB - Dermatology & Venereology",22,86,Dermatologists,500,3,0,0,0,0,1,0,0,0,1,0,0,Jayanagar 9 Block,Bangalore,19,0,1,304,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BAMS, MD - Ayurveda Medicine",13,100,Ayurveda,250,2,0,0,0,1,0,1,1,0,0,0,0,Malleswaram,Bangalore,4,0,1,476,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MDS - Prosthodontics, BDS",10,98,Dentist,100,2,0,1,0,0,0,1,1,1,0,0,0,Dadar East,Mumbai,0,0,1,153,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"MBBS, Post Graduate Diploma in Diabetology (PGDD)",8,0,General Medicine,100,2,0,0,0,0,1,0,0,0,1,0,0,Ganapathy,Coimbatore,0,0,0,210,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"MD - Ayurveda Medicine, BAMS",7,0,Ayurveda,300,2,0,0,0,1,0,1,1,0,0,0,0,Poojapura,Thiruvananthapuram,0,0,0,654,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"MBBS, MRCPCH (UK)",33,0,General Medicine,800,2,0,0,0,0,1,0,0,0,0,0,0,Patparganj,Delhi,0,800,1,629,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"MBBS, DVD",21,93,Dermatologists,500,2,0,0,0,0,1,0,0,0,1,0,0,Dwarka,Delhi,60,0,1,176,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, DGO",43,0,General Medicine,300,2,0,0,0,0,1,0,0,0,1,0,0,Jayanagar 4 Block,Bangalore,0,0,0,301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MBBS, MD - Dermatology, DNB - Dermatology & Venereology, FCPS - Dermatology, Venereology & Leprosy",16,97,Dermatologists,100,5,0,0,0,0,1,0,1,0,1,0,0,Bandra West,Mumbai,113,0,1,71,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"MS - Otorhinolaryngology, MBBS",12,92,ENT Specialist,450,2,0,0,0,0,1,1,0,0,0,0,0,Dwarka,Delhi,9,0,1,176,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
BAMS,25,0,Ayurveda,100,1,0,0,0,1,0,1,0,0,0,0,0,Worli,Mumbai,0,0,0,928,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"BDS, MBBS",31,0,Dentist,200,2,0,1,0,0,1,0,0,0,0,0,0,R.S. Puram,Coimbatore,0,0,0,673,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"BDS, PhD - Orthodontics & Dentofacial Orthopaedics, MDS - Oral & Maxillofacial Surgery",14,96,Dentist,200,3,0,1,0,0,0,1,1,1,0,1,0,BTM Layout 1st Stage,Bangalore,0,0,1,53,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BAMS, MD - Ayurveda Medicine",16,0,Ayurveda,150,2,0,0,0,1,0,1,1,0,0,0,0,Vidyaranyapura,Bangalore,0,0,0,894,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MBBS, MD - Dermatology, DVD",32,0,Dermatologists,100,3,0,0,0,0,1,0,1,0,1,0,0,Grant Road,Mumbai,0,0,0,229,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO), MS - ENT",23,75,ENT Specialist,350,3,0,0,0,0,1,1,0,0,1,0,0,Kammana Halli,Bangalore,4,0,1,339,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"BDS, MDS - Prosthodontist & Oral Implantologist, FICOI",11,99,Dentist,100,3,0,1,0,0,0,1,1,1,0,0,0,Bandra West,Mumbai,0,0,1,71,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"MBBS, MD - General Medicine",18,97,General Medicine,350,2,0,0,0,0,1,0,1,0,0,0,0,JP Nagar 7 Phase,Bangalore,82,0,1,283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BHMS,19,0,Homeopath,100,1,0,0,1,0,0,1,0,0,0,0,0,Banjara Hills,Hyderabad,0,0,0,73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
BHMS,19,0,Homeopath,250,1,0,0,1,0,0,1,0,0,0,0,0,Ulsoor,Bangalore,0,0,0,859,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MBBS,0,0,General Medicine,100,1,0,0,0,0,1,0,0,0,0,0,0,Rathinapuri,Coimbatore,0,0,0,700,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"MBBS, MS - ENT",38,48,ENT Specialist,800,2,0,0,0,0,1,1,0,0,0,0,0,Model Town 1,Delhi,7,0,1,513,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
BHMS,18,0,Homeopath,400,1,0,0,1,0,0,1,0,0,0,0,0,Janak Puri,Delhi,0,0,0,293,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"MBBS, DDVL",10,0,Dermatologists,150,2,0,0,0,0,1,0,0,0,1,0,0,Pollachi,Coimbatore,0,0,0,652,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
MBBS,37,0,General Medicine,200,1,0,0,0,0,1,0,0,0,0,0,0,Bhayandar East,Mumbai,0,0,0,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"BHMS, MD - Homeopathy",23,0,Homeopath,300,2,0,0,1,0,0,1,1,0,0,0,0,Pandav Nagar,Delhi,0,0,0,613,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
MBBS,42,83,General Medicine,200,1,0,0,0,0,1,0,0,0,0,0,0,Kondapur,Hyderabad,8,0,1,394,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
BDS,5,0,Dentist,100,1,0,1,0,0,0,0,0,0,0,0,0,Koothattukulam,Ernakulam,0,0,0,396,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
BHMS,2,0,Homeopath,150,1,0,0,1,0,0,1,0,0,0,0,0,Manali,Chennai,0,0,0,480,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"BHMS, MD - Homeopathy",24,96,Homeopath,300,2,0,0,1,0,0,1,1,0,0,0,0,Aluva,Ernakulam,18,0,1,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"MBBS, MS - ENT",10,0,ENT Specialist,800,2,0,0,0,0,1,1,0,0,0,0,0,Anand Lok,Delhi,0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
BDS,7,100,Dentist,100,1,0,1,0,0,0,0,0,0,0,0,0,KR Puram,Bangalore,0,0,1,316,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MS - ENT, Diploma in Otorhinolaryngology (DLO)",22,90,ENT Specialist,800,3,0,0,0,0,1,1,0,0,1,0,0,Lal baug,Mumbai,42,0,1,437,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
BHMS,14,0,Homeopath,450,1,0,0,1,0,0,1,0,0,0,0,0,South Extension 1,Delhi,0,0,1,792,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"MD - Homeopathy, BHMS",12,0,Homeopath,800,2,0,0,1,0,0,1,1,0,0,0,0,Powai,Mumbai,0,0,0,660,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BDS,8,100,Dentist,200,1,0,1,0,0,0,0,0,0,0,0,0,Pappanaickenpalayam West,Coimbatore,7,0,1,615,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
BHMS,5,100,Homeopath,100,1,0,0,1,0,0,1,0,0,0,0,0,HSR Layout,Bangalore,0,0,1,244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BAMS,6,0,Ayurveda,200,1,0,0,0,1,0,1,0,0,0,0,0,Banjara Hills,Hyderabad,0,0,0,73,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
